8243,6856
3777,6687
3740,6649
3768,8750
3739,8265
3762,8814
3748,
3731,
3738,
3732,
4534,
8455,
8691,
7631,
7601,
8288,
3833,
3819,
3842,
3807,
3821,
3805,
3803,
3786,
3779,
3772,
3802,
3790,
3801,
3807,
4076,
5900,
6619,
6004,
5504,
4068,
4018,
4018,
4042,
4053,
4032,
4037,
4033,
4030,
4018,
4003,
4020,
4122,
5759,
6335,
6301,
5577,
5488,
5870,
6462,
5584,
5485,
5363,
5789,
5568,
5381,
5574,
5947,
6297,
6205,
5401,
5376,
5502,
5472,
6171,
5514,
5244,
5199,
5662,
5489,
5218,
5403,
5746,
6118,
6180,
5415,
5185,
5254,
5452,
6195,
5286,
5224,
5167,
5599,
5391,
5164,
5279,
5711,
6055,
6047,
5397,
5070,
5188,
5747,
5447,
5416,
5794,
5529,
5330,
5515,
5979,
6254,
6210,
5397,
5338,
5454,
8243,
3777,
3740,
3768,
3739,
3762,
3748,
3731,
3738,
3732,
4534,
8455,
8691,
7631,
7601,
8288,
3833,
3819,
3842,
3807,
3821,
3805,
3803,
3786,
3779,
3772,
3802,
3790,
3801,
3807,
4076,
5900,
6619,
6004,
5504,
4068,
4018,
4018,
4042,
4053,
4032,
4037,
4033,
4030,
4018,
4003,
4020,
4122,
5759,
6335,
6301,
5577,
5488,
5870,
6462,
5584,
5485,
5363,
5789,
5568,
5381,
5574,
5947,
6297,
6205,
5401,
5376,
5502,
5472,
6171,
5514,
5244,
5199,
5662,
5489,
5218,
5403,
5746,
6118,
6180,
5415,
5185,
5254,
5452,
6195,
5286,
5224,
5167,
5599,
5391,
5164,
5279,
5711,
6055,
6047,
5397,
5070,
5188,
5747,
5447,
5416,
5794,
5529,
5330,
5515,
5979,
6254,
6210,
5397,
5338,
5454,
8243,
3777,
3740,
3768,
3739,
3762,
3748,
3731,
3738,
3732,
4534,
8455,
8691,
7631,
7601,
8288,
3833,
3819,
3842,
3807,
3821,
3805,
3803,
3786,
3779,
3772,
3802,
3790,
3801,
3807,
4076,
5900,
6619,
6004,
5504,
4068,
4018,
4018,
4042,
4053,
4032,
4037,
4033,
4030,
4018,
4003,
4020,
4122,
5759,
6335,
6301,
5577,
5488,
5870,
6462,
5584,
5485,
5363,
5789,
5568,
5381,
5574,
5947,
6297,
6205,
5401,
5376,
5502,
5472,
6171,
5514,
5244,
5199,
5662,
5489,
5218,
5403,
5746,
6118,
6180,
5415,
5185,
5254,
5452,
6195,
5286,
5224,
5167,
5599,
5391,
5164,
5279,
5711,
6055,
6047,
5397,
5070,
5188,
5747,
5447,
5416,
5794,
5529,
5330,
5515,
5979,
6254,
6210,
5397,
5338,
5454,
8415,
3966,
3969,
3973,
8415,
3966,
3969,
3973,
8415,
3966,
3969,
3973,
3734,
3726,
3709,
7956,
7874,
7876,
3734,
3726,
3709,
7956,
7874,
7876,
3734,
3726,
3709,
7956,
7874,
7876,
